id,fecha,ejercicio,sets,reps,peso,nota
8841,2025-12-20,Elevaciones laterales,4,7,39.0,Normal
8842,2025-10-07,Curl de bíceps,3,15,80.0,RPE 9
8843,2025-10-10,Elevaciones laterales,1,13,124.5,RPE 9
8844,2026-07-01,Dominadas lastradas,3,1,23.0,RPE 9
8845,2025-10-09,Sentadilla búlgara,4,8,52.0,Fácil
8846,2025-09-09,Press de banca,2,3,91.0,RPE 8
8847,2026-03-21,Press de banca,5,15,50.5,Fallo cerca
8848,2025-11-02,Press militar,4,3,112.0,Normal
8849,2025-12-30,Press francés,1,3,78.5,RPE 9
8850,2026-02-24,Press militar,5,8,138.0,RPE 8
8851,2026-04-16,Elevaciones laterales,4,2,146.5,Fácil
8852,2025-12-15,Peso muerto,4,4,82.0,RPE 8
8853,2025-10-15,Elevaciones laterales,5,12,112.5,Normal
8854,2026-02-15,Elevaciones laterales,2,15,39.5,Buena técnica
8855,2025-07-19,Hip thrust,1,6,66.5,RPE 9
8856,2026-02-16,Sentadilla búlgara,2,13,120.0,Buen estímulo
8857,2026-03-10,Elevaciones laterales,4,7,96.5,Fácil
8858,2026-03-10,Fondos lastrados,3,13,109.0,Normal
8859,2026-05-07,Sentadilla,1,4,118.0,Pesado
8860,2025-12-25,Press de banca,2,8,29.0,Fácil
8861,2026-06-05,Hip thrust,4,8,74.5,RPE 8
8862,2025-07-19,Peso muerto,3,12,110.5,Buen estímulo
8863,2026-07-18,Sentadilla búlgara,5,4,147.5,RPE 8
8864,2026-04-27,Peso muerto,3,1,68.0,Pesado
8865,2026-02-21,Curl de bíceps,3,5,62.0,Fallo cerca
8866,2026-02-13,Peso muerto,4,13,21.0,Pesado
8867,2025-11-23,Curl de bíceps,1,15,38.0,Normal
8868,2025-09-02,Dominadas lastradas,5,10,91.0,Normal
8869,2026-02-03,Sentadilla,1,11,73.0,Fácil
8870,2026-01-20,Dominadas lastradas,5,14,20.0,RPE 9
8871,2026-04-21,Sentadilla búlgara,1,4,132.5,Buena técnica
8872,2025-10-02,Sentadilla,2,14,52.0,RPE 9
8873,2026-03-28,Dominadas lastradas,1,3,29.0,Buen estímulo
8874,2026-07-16,Curl de bíceps,5,6,20.0,Normal
8875,2026-04-25,Peso muerto,4,11,42.5,Buen estímulo
8876,2026-06-25,Dominadas lastradas,1,6,16.0,Fallo cerca
8877,2025-10-10,Peso muerto,5,4,123.0,RPE 9
8878,2026-02-25,Hip thrust,3,13,149.5,Fácil
8879,2025-07-27,Dominadas lastradas,3,15,25.5,Pesado
8880,2025-12-17,Elevaciones laterales,2,14,96.0,RPE 8
8881,2026-06-04,Sentadilla,4,10,101.0,Pesado
8882,2025-09-19,Sentadilla,5,3,117.5,RPE 8
8883,2026-06-26,Press militar,5,14,107.0,Fácil
8884,2025-09-03,Hip thrust,1,7,129.0,Pesado
8885,2026-04-04,Fondos lastrados,2,8,134.5,Buena técnica
8886,2026-05-26,Press militar,4,6,123.0,Fácil
8887,2025-09-16,Press de banca,1,2,90.0,Fácil
8888,2026-05-21,Press francés,5,11,26.5,Fallo cerca
8889,2025-09-29,Fondos lastrados,3,1,34.0,Fácil
8890,2025-10-21,Peso muerto,5,2,127.0,Pesado
8891,2026-02-26,Press militar,1,7,115.5,Pesado
8892,2026-05-28,Peso muerto,4,8,118.0,Fallo cerca
8893,2025-08-11,Press francés,4,9,110.5,RPE 9
8894,2026-06-14,Dominadas lastradas,2,4,36.0,RPE 9
8895,2026-01-22,Press militar,1,6,41.0,Fallo cerca
8896,2026-07-05,Press militar,2,9,94.5,Buen estímulo
8897,2025-12-18,Remo con barra,4,1,130.0,Buen estímulo
8898,2025-09-09,Peso muerto,4,12,51.5,Fácil
8899,2025-08-29,Press de banca,4,2,54.0,Pesado
8900,2025-12-03,Fondos lastrados,5,15,44.0,Buena técnica
8901,2025-12-02,Press militar,3,1,144.0,RPE 9
8902,2026-03-25,Press de banca,4,13,124.0,Buena técnica
8903,2026-05-10,Elevaciones laterales,1,10,77.0,Normal
8904,2026-05-24,Peso muerto,4,9,79.0,Normal
8905,2026-06-03,Curl de bíceps,3,1,114.0,Normal
8906,2026-07-07,Sentadilla,1,2,80.0,Fácil
8907,2025-07-30,Remo con barra,4,10,80.5,Buena técnica
8908,2025-10-21,Fondos lastrados,5,6,74.5,Fácil
8909,2025-09-26,Hip thrust,1,7,32.0,Normal
8910,2026-04-01,Fondos lastrados,4,15,43.5,RPE 8
8911,2025-08-11,Sentadilla búlgara,2,3,98.5,Pesado
8912,2025-10-27,Peso muerto,4,12,26.5,RPE 9
8913,2025-09-09,Press francés,4,7,101.5,Pesado
8914,2026-06-29,Press francés,3,6,105.0,Buena técnica
8915,2026-06-13,Dominadas lastradas,1,11,21.0,RPE 8
8916,2026-05-13,Press de banca,4,14,40.0,Normal
8917,2026-01-19,Remo con barra,4,5,131.0,RPE 9
8918,2025-12-08,Sentadilla,5,14,82.0,Buen estímulo
8919,2025-10-29,Press francés,2,14,136.0,RPE 8
8920,2025-09-19,Press militar,3,5,55.5,RPE 9
8921,2025-11-04,Fondos lastrados,2,15,122.5,Buen estímulo
8922,2026-07-12,Press de banca,1,15,31.0,Pesado
8923,2025-08-17,Remo con barra,5,7,125.5,Fallo cerca
8924,2025-11-26,Hip thrust,4,1,45.0,Fácil
8925,2025-07-24,Press militar,2,9,75.0,Normal
8926,2025-08-31,Fondos lastrados,2,1,52.5,RPE 8
8927,2026-04-16,Remo con barra,1,11,104.5,Fácil
8928,2026-07-05,Curl de bíceps,5,3,26.0,Fallo cerca
8929,2025-12-01,Remo con barra,4,8,21.5,Fallo cerca
8930,2025-12-16,Curl de bíceps,3,5,16.0,Fácil
8931,2026-03-20,Fondos lastrados,5,9,115.5,RPE 8
8932,2025-12-15,Remo con barra,4,3,90.5,Pesado
8933,2026-02-20,Hip thrust,4,8,13.0,Buen estímulo
8934,2026-07-07,Sentadilla,5,9,98.0,RPE 9
8935,2025-08-19,Dominadas lastradas,1,9,47.0,RPE 9
8936,2026-03-21,Fondos lastrados,2,14,78.0,Normal
8937,2026-05-09,Elevaciones laterales,4,14,19.0,Fácil
8938,2026-03-19,Sentadilla,2,9,136.0,Buen estímulo
8939,2025-07-22,Remo con barra,3,10,60.0,Fácil
8940,2026-05-04,Press militar,3,15,144.0,Buen estímulo
8941,2025-07-19,Sentadilla búlgara,4,13,77.5,Buen estímulo
8942,2025-12-24,Sentadilla,4,2,42.5,Normal
8943,2025-09-30,Press militar,1,5,100.0,RPE 8
8944,2026-07-17,Elevaciones laterales,4,6,21.0,Pesado
8945,2025-12-28,Hip thrust,3,10,53.0,Fácil
8946,2026-07-13,Press de banca,5,9,75.5,Pesado
8947,2026-05-31,Fondos lastrados,1,3,58.0,Normal
8948,2025-12-25,Peso muerto,2,5,49.0,Pesado
8949,2026-04-09,Hip thrust,2,5,16.5,Fácil
8950,2025-10-25,Elevaciones laterales,2,4,93.5,Fallo cerca
8951,2026-04-06,Remo con barra,3,12,81.0,Buen estímulo
8952,2025-08-30,Dominadas lastradas,4,8,37.0,Fácil
8953,2026-04-21,Sentadilla,2,10,23.5,Fácil
8954,2025-08-18,Hip thrust,3,4,127.5,RPE 8
8955,2026-03-25,Curl de bíceps,1,8,124.0,Pesado
8956,2026-07-09,Elevaciones laterales,3,2,20.5,Fácil
8957,2026-07-15,Curl de bíceps,4,11,51.5,RPE 8
8958,2025-11-02,Sentadilla,5,4,22.0,Buena técnica
8959,2026-02-21,Press militar,1,15,46.5,Fácil
8960,2026-01-20,Press de banca,3,12,67.5,Fallo cerca
8961,2026-07-14,Hip thrust,5,6,137.5,Pesado
8962,2026-05-07,Elevaciones laterales,1,5,75.5,Normal
8963,2026-07-18,Sentadilla,1,13,88.0,RPE 8
8964,2026-06-11,Press francés,4,5,15.0,Fallo cerca
8965,2026-06-10,Remo con barra,5,14,86.5,RPE 8
8966,2026-05-03,Elevaciones laterales,4,10,47.0,RPE 9
8967,2026-02-09,Dominadas lastradas,4,15,48.0,RPE 9
8968,2026-03-01,Hip thrust,3,8,22.0,Buen estímulo
8969,2026-06-29,Fondos lastrados,5,2,21.0,RPE 8
8970,2025-09-09,Dominadas lastradas,5,12,116.0,Normal
8971,2025-11-29,Curl de bíceps,5,2,44.0,Fallo cerca
8972,2026-04-30,Sentadilla,4,7,145.0,Pesado
8973,2025-09-23,Elevaciones laterales,5,14,150.0,Fallo cerca
8974,2026-05-30,Dominadas lastradas,5,13,140.5,Fácil
8975,2026-06-07,Remo con barra,3,5,77.5,Pesado
8976,2026-01-01,Elevaciones laterales,3,11,39.5,RPE 8
8977,2025-08-23,Press francés,3,8,47.5,Normal
8978,2025-12-06,Curl de bíceps,5,11,134.0,Buen estímulo
8979,2025-11-20,Hip thrust,4,12,99.5,Fácil
8980,2025-12-02,Press militar,2,13,81.0,RPE 9
8981,2025-11-25,Dominadas lastradas,1,3,106.0,Pesado
8982,2026-07-06,Hip thrust,4,3,137.5,Fácil
8983,2026-05-19,Peso muerto,3,14,84.0,Buena técnica
8984,2026-03-13,Remo con barra,2,1,98.0,Fallo cerca
8985,2026-05-06,Press militar,3,6,119.5,Buena técnica
8986,2026-03-29,Press militar,5,12,21.5,Pesado
8987,2026-04-01,Curl de bíceps,5,15,101.5,Pesado
8988,2025-09-21,Sentadilla búlgara,1,6,67.5,Fácil
8989,2026-03-17,Press francés,2,12,38.5,Pesado
8990,2026-05-13,Remo con barra,4,1,44.0,RPE 9
8991,2025-07-22,Sentadilla búlgara,3,10,22.5,Fallo cerca
8992,2026-06-18,Dominadas lastradas,1,12,34.5,Buen estímulo
8993,2026-02-13,Press francés,2,10,133.5,Buena técnica
8994,2026-03-30,Sentadilla búlgara,1,6,128.5,Fácil
8995,2026-05-13,Peso muerto,1,6,46.5,RPE 8
8996,2025-11-10,Press de banca,5,11,25.5,RPE 8
8997,2025-12-06,Peso muerto,4,8,67.5,Buen estímulo
8998,2026-01-25,Peso muerto,2,12,40.5,RPE 8
8999,2025-07-21,Sentadilla,1,15,70.0,Buena técnica
9000,2026-06-21,Fondos lastrados,4,9,121.5,Fácil
9001,2025-11-28,Remo con barra,4,8,134.5,Fácil
9002,2025-09-07,Sentadilla búlgara,3,1,32.5,Buen estímulo
9003,2025-08-10,Dominadas lastradas,3,7,94.0,RPE 8
9004,2026-03-21,Press militar,3,13,77.5,Buena técnica
9005,2026-02-15,Peso muerto,2,6,94.0,RPE 8
9006,2025-11-28,Press militar,4,11,52.5,RPE 9
9007,2026-02-17,Press militar,2,3,37.0,Pesado
9008,2026-05-08,Elevaciones laterales,3,1,149.0,RPE 8
9009,2025-11-26,Elevaciones laterales,5,2,93.0,Buen estímulo
9010,2025-11-29,Sentadilla,1,3,86.5,Buen estímulo
9011,2025-10-19,Press militar,3,5,57.0,Pesado
9012,2026-04-04,Fondos lastrados,5,8,78.5,Buen estímulo
9013,2025-11-09,Hip thrust,1,13,32.0,Buen estímulo
9014,2026-04-01,Sentadilla búlgara,4,4,42.5,RPE 8
9015,2026-06-20,Peso muerto,2,10,131.0,Buen estímulo
9016,2026-06-27,Dominadas lastradas,2,10,101.5,Fácil
9017,2026-05-31,Hip thrust,2,14,66.5,RPE 9
9018,2026-02-13,Sentadilla búlgara,3,9,126.0,Buen estímulo
9019,2026-04-25,Fondos lastrados,2,9,12.0,Fallo cerca
9020,2025-08-23,Dominadas lastradas,3,6,73.0,Fallo cerca
9021,2026-05-13,Elevaciones laterales,2,13,25.5,Buena técnica
9022,2026-04-21,Elevaciones laterales,4,12,24.5,Fácil
9023,2025-12-29,Fondos lastrados,2,7,66.5,RPE 8
9024,2025-12-23,Peso muerto,3,7,100.0,Pesado
9025,2025-09-21,Sentadilla búlgara,5,3,38.0,Pesado
9026,2026-02-03,Hip thrust,5,9,131.0,Normal
9027,2026-04-08,Peso muerto,4,7,36.0,Fallo cerca
9028,2025-09-24,Fondos lastrados,5,4,48.5,Pesado
9029,2026-06-13,Dominadas lastradas,2,5,89.0,Fácil
9030,2026-02-01,Remo con barra,4,15,78.5,Pesado
9031,2026-06-26,Elevaciones laterales,5,13,19.0,Fallo cerca
9032,2025-12-04,Hip thrust,1,14,76.5,Buena técnica
9033,2026-04-27,Press militar,5,9,136.5,RPE 8
9034,2026-03-11,Dominadas lastradas,4,10,117.5,Normal
9035,2025-09-05,Dominadas lastradas,4,9,21.0,Fácil
9036,2025-09-16,Elevaciones laterales,3,13,126.5,Buena técnica
9037,2026-06-24,Remo con barra,5,1,110.0,Fácil
9038,2025-08-18,Remo con barra,4,14,54.0,Buen estímulo
9039,2025-08-20,Dominadas lastradas,2,10,28.0,Pesado
9040,2026-05-10,Peso muerto,5,8,55.5,Buen estímulo
9041,2026-07-03,Remo con barra,5,6,90.0,Buena técnica
9042,2026-05-04,Fondos lastrados,3,1,126.5,Normal
9043,2026-04-15,Elevaciones laterales,4,2,144.5,Pesado
9044,2026-05-17,Press de banca,2,1,47.5,Normal
9045,2025-12-04,Sentadilla búlgara,4,11,103.5,Buen estímulo
9046,2025-12-13,Dominadas lastradas,5,4,142.0,Normal
9047,2025-12-30,Elevaciones laterales,2,4,19.5,Normal
9048,2025-10-11,Curl de bíceps,5,3,130.5,Fácil
9049,2025-08-06,Peso muerto,1,8,43.0,RPE 8
9050,2026-05-30,Press francés,5,10,121.5,Pesado
9051,2026-05-22,Curl de bíceps,5,10,142.5,Buena técnica
9052,2026-01-17,Fondos lastrados,1,4,103.5,RPE 9
9053,2026-03-07,Peso muerto,1,9,135.5,Normal
9054,2025-12-26,Hip thrust,3,2,63.5,Fácil
9055,2025-11-04,Press francés,2,5,80.0,RPE 8
9056,2025-12-30,Press de banca,2,10,140.5,Normal
9057,2025-12-09,Fondos lastrados,2,7,89.5,Normal
9058,2025-12-16,Peso muerto,2,12,136.0,RPE 8
9059,2025-12-26,Sentadilla búlgara,1,14,14.5,Buena técnica
9060,2026-05-11,Fondos lastrados,4,4,142.5,Buen estímulo
9061,2025-08-09,Curl de bíceps,1,2,143.0,RPE 8
9062,2025-07-21,Hip thrust,4,8,124.0,RPE 9
9063,2026-01-04,Press francés,5,2,125.0,Pesado
9064,2025-10-05,Sentadilla búlgara,2,9,102.0,Pesado
9065,2025-12-03,Peso muerto,3,7,26.5,Fácil
9066,2025-11-28,Sentadilla,1,8,36.5,Normal
9067,2025-11-16,Press militar,2,10,109.0,RPE 9
9068,2026-02-06,Curl de bíceps,5,11,145.0,Buena técnica
9069,2025-10-14,Dominadas lastradas,1,9,12.5,Pesado
9070,2025-11-02,Curl de bíceps,3,5,130.5,Normal
9071,2026-06-16,Press militar,2,8,145.5,RPE 9
9072,2026-05-20,Press francés,5,10,88.5,Buena técnica
9073,2026-06-27,Remo con barra,5,3,72.5,RPE 9
9074,2026-01-10,Elevaciones laterales,5,4,104.0,Pesado
9075,2026-05-27,Hip thrust,4,13,51.5,RPE 8
9076,2025-08-13,Fondos lastrados,4,5,135.5,Fallo cerca
9077,2025-11-06,Peso muerto,5,4,100.0,Normal
9078,2026-02-05,Sentadilla búlgara,1,2,112.0,Buena técnica
9079,2025-10-02,Elevaciones laterales,5,2,116.0,Fácil
9080,2026-06-15,Sentadilla,3,3,42.0,Buena técnica
9081,2026-04-21,Press de banca,4,10,71.0,Fácil
9082,2025-08-25,Sentadilla,5,7,88.0,RPE 9
9083,2025-08-11,Remo con barra,3,14,119.0,Buena técnica
9084,2026-02-08,Fondos lastrados,3,15,94.0,Buena técnica
9085,2026-03-17,Dominadas lastradas,2,6,64.0,Normal
9086,2026-02-08,Elevaciones laterales,1,14,63.5,RPE 8
9087,2026-07-04,Curl de bíceps,3,9,78.0,Normal
9088,2025-12-24,Hip thrust,1,12,17.5,Fácil
9089,2025-09-30,Remo con barra,5,11,14.5,Pesado
9090,2025-11-15,Press militar,5,3,111.0,Fallo cerca
9091,2026-07-01,Press de banca,4,10,99.0,RPE 8
9092,2025-07-18,Remo con barra,5,9,99.5,RPE 8
9093,2025-12-29,Sentadilla búlgara,2,14,83.0,Buen estímulo
9094,2026-03-03,Dominadas lastradas,1,6,79.5,Normal
9095,2025-12-28,Press militar,1,11,136.5,Buena técnica
9096,2025-11-13,Peso muerto,2,13,95.5,Buen estímulo
9097,2026-02-27,Sentadilla búlgara,5,2,17.0,Buen estímulo
9098,2025-12-19,Elevaciones laterales,2,9,107.0,RPE 9
9099,2026-04-29,Hip thrust,3,8,55.0,Buen estímulo
9100,2025-10-18,Peso muerto,5,7,15.0,RPE 9
9101,2026-02-16,Press de banca,5,5,123.5,Fácil
9102,2025-08-05,Sentadilla,5,15,36.0,Buen estímulo
9103,2026-05-03,Sentadilla,1,7,69.5,Pesado
9104,2026-02-06,Fondos lastrados,3,4,144.5,Pesado
9105,2026-04-09,Dominadas lastradas,4,4,67.5,Fácil
9106,2026-02-04,Press de banca,1,8,83.0,Fácil
9107,2025-11-17,Press militar,4,6,49.5,Buen estímulo
9108,2025-12-04,Peso muerto,2,7,95.5,Pesado
9109,2026-04-13,Curl de bíceps,1,1,29.0,RPE 9
9110,2025-10-24,Elevaciones laterales,5,2,92.0,Buena técnica
9111,2026-01-13,Press francés,4,6,65.5,Fallo cerca
9112,2025-10-22,Curl de bíceps,4,3,111.0,Normal
9113,2025-08-01,Fondos lastrados,5,8,94.0,Buena técnica
9114,2026-06-18,Hip thrust,3,13,117.5,Buen estímulo
9115,2025-11-06,Press francés,3,15,140.0,Buena técnica
9116,2026-04-28,Press francés,4,9,130.0,RPE 8
9117,2025-07-18,Press militar,4,5,26.5,Fallo cerca
9118,2026-07-02,Fondos lastrados,2,6,132.0,RPE 8
9119,2026-02-28,Peso muerto,3,12,77.0,Buena técnica
9120,2026-01-30,Press francés,1,9,28.5,Fallo cerca
9121,2025-07-21,Elevaciones laterales,5,14,141.0,Pesado
9122,2026-01-11,Press militar,2,15,146.5,RPE 8
9123,2026-01-16,Dominadas lastradas,1,8,125.0,Fallo cerca
9124,2026-06-15,Press de banca,3,10,108.0,Buen estímulo
9125,2026-02-07,Curl de bíceps,2,6,65.5,RPE 8
9126,2025-12-29,Sentadilla búlgara,3,13,141.0,Normal
9127,2025-08-19,Press de banca,2,11,69.5,Fallo cerca
9128,2025-07-28,Sentadilla búlgara,1,11,59.5,Fallo cerca
9129,2026-07-08,Curl de bíceps,3,3,108.5,Fácil
9130,2025-08-22,Remo con barra,1,15,36.0,RPE 8
9131,2026-07-06,Sentadilla búlgara,1,6,111.0,RPE 9
9132,2026-04-17,Press francés,1,8,135.5,Fácil
9133,2026-05-21,Press militar,2,4,47.5,RPE 9
9134,2026-04-10,Sentadilla búlgara,2,5,88.5,Buen estímulo
9135,2025-08-19,Elevaciones laterales,3,8,129.5,Buen estímulo
9136,2025-12-26,Press de banca,5,13,128.0,RPE 9
9137,2025-08-24,Hip thrust,4,7,49.0,Buena técnica
9138,2026-06-28,Fondos lastrados,1,2,85.0,RPE 8
9139,2026-02-04,Hip thrust,5,14,65.5,RPE 9
9140,2026-05-27,Curl de bíceps,2,4,71.0,RPE 8
9141,2025-12-01,Peso muerto,2,14,93.0,Fácil
9142,2025-10-07,Press militar,5,7,84.5,Fallo cerca
9143,2026-06-25,Hip thrust,1,14,125.0,RPE 9
9144,2025-09-13,Sentadilla,5,12,20.0,Buena técnica
9145,2026-01-14,Press militar,1,6,25.0,Pesado
9146,2026-05-14,Remo con barra,2,12,114.0,Normal
9147,2026-06-10,Elevaciones laterales,1,15,130.0,RPE 8
9148,2025-08-14,Press militar,2,12,61.0,RPE 9
9149,2026-04-21,Peso muerto,5,10,142.5,Fallo cerca
9150,2025-09-16,Sentadilla,4,8,128.0,Normal
9151,2025-08-24,Elevaciones laterales,3,9,75.0,RPE 9
9152,2025-09-25,Dominadas lastradas,3,12,110.0,Buen estímulo
9153,2026-03-03,Press francés,3,3,24.0,Fallo cerca
9154,2025-08-12,Hip thrust,1,5,106.5,RPE 8
9155,2025-09-25,Curl de bíceps,1,9,29.0,RPE 8
9156,2026-03-02,Elevaciones laterales,4,15,128.0,Buen estímulo
9157,2026-05-03,Fondos lastrados,3,14,92.0,Buen estímulo
9158,2025-09-11,Sentadilla búlgara,3,4,60.5,RPE 8
9159,2026-02-17,Hip thrust,4,12,23.5,Pesado
9160,2026-02-05,Remo con barra,3,3,14.5,Fallo cerca
9161,2025-08-04,Elevaciones laterales,1,6,88.0,Pesado
9162,2026-01-22,Remo con barra,1,14,111.0,Pesado
9163,2025-11-20,Press militar,1,1,93.0,Pesado
9164,2025-12-04,Sentadilla búlgara,1,7,88.0,Buena técnica
9165,2026-01-15,Peso muerto,1,1,134.5,Normal
9166,2025-11-12,Dominadas lastradas,5,8,19.5,Normal
9167,2026-06-20,Elevaciones laterales,1,10,69.0,Buena técnica
9168,2026-02-04,Elevaciones laterales,5,3,51.0,Normal
9169,2026-01-14,Press militar,2,10,81.5,RPE 9
9170,2025-10-24,Sentadilla,5,10,58.5,RPE 8
9171,2025-07-25,Peso muerto,5,3,149.0,RPE 8
9172,2026-02-05,Elevaciones laterales,2,5,100.5,Normal
9173,2026-07-11,Sentadilla,3,3,21.5,Pesado
9174,2025-10-26,Press de banca,2,10,80.5,Pesado
9175,2026-07-15,Remo con barra,5,9,38.5,Fácil
9176,2025-09-23,Fondos lastrados,5,7,67.5,RPE 8
9177,2025-11-12,Sentadilla,5,12,26.0,Buena técnica
9178,2025-10-07,Press de banca,4,15,16.5,Normal
9179,2026-05-20,Peso muerto,4,12,109.5,Fácil
9180,2026-07-04,Dominadas lastradas,4,10,35.5,Normal
9181,2025-08-22,Curl de bíceps,5,5,108.5,RPE 8
9182,2026-01-27,Press militar,3,9,129.0,Pesado
9183,2025-09-10,Dominadas lastradas,3,3,106.0,Normal
9184,2025-09-05,Elevaciones laterales,2,10,58.0,Buena técnica
9185,2025-08-14,Remo con barra,2,3,72.5,RPE 9
9186,2026-03-22,Sentadilla,3,6,56.5,Fácil
9187,2025-11-30,Hip thrust,3,1,95.0,Pesado
9188,2025-07-23,Press de banca,4,12,100.5,Buena técnica
9189,2025-12-05,Sentadilla búlgara,1,1,85.5,Normal
9190,2026-03-16,Elevaciones laterales,1,3,110.5,Fallo cerca
9191,2025-12-01,Dominadas lastradas,3,7,147.0,RPE 9
9192,2025-11-19,Sentadilla,1,7,103.0,Pesado
9193,2025-09-09,Peso muerto,3,11,89.0,Pesado
9194,2025-11-12,Peso muerto,3,5,51.5,RPE 8
9195,2026-06-17,Peso muerto,4,1,91.5,Pesado
9196,2026-07-04,Hip thrust,2,7,48.0,Pesado
9197,2025-09-02,Remo con barra,4,9,78.5,RPE 9
9198,2025-07-18,Press militar,5,6,115.0,Pesado
9199,2025-09-17,Press militar,2,7,142.0,Buen estímulo
9200,2026-07-17,Dominadas lastradas,4,5,15.5,Normal
9201,2025-12-09,Press de banca,4,9,55.5,Pesado
9202,2026-01-17,Sentadilla,3,6,101.5,Buena técnica
9203,2025-11-29,Hip thrust,3,11,80.5,Buena técnica
9204,2025-12-19,Sentadilla búlgara,5,15,55.5,Buen estímulo
9205,2026-01-27,Curl de bíceps,2,15,145.0,Buena técnica
9206,2025-10-10,Hip thrust,2,13,37.5,Fácil
9207,2025-11-24,Hip thrust,2,13,148.0,Buena técnica
9208,2026-04-17,Press de banca,1,3,15.0,Normal
9209,2025-07-25,Fondos lastrados,5,6,107.5,Normal
9210,2025-10-26,Press francés,2,5,47.0,Fallo cerca
9211,2025-12-31,Press francés,3,10,67.5,Buena técnica
9212,2026-05-11,Sentadilla,3,11,83.5,Fácil
9213,2025-07-25,Elevaciones laterales,5,1,49.5,Normal
9214,2025-11-19,Press militar,4,13,120.0,RPE 9
9215,2026-06-08,Hip thrust,1,5,135.5,RPE 8
9216,2026-07-01,Dominadas lastradas,5,4,21.0,Buen estímulo
9217,2025-12-09,Dominadas lastradas,3,2,87.5,RPE 8
9218,2026-06-11,Press de banca,5,2,90.0,Buena técnica
9219,2026-06-28,Elevaciones laterales,1,1,144.5,Buena técnica
9220,2026-06-08,Remo con barra,1,3,84.5,Pesado
9221,2025-10-31,Dominadas lastradas,4,7,30.5,Buena técnica
9222,2026-04-16,Fondos lastrados,5,1,86.0,Fallo cerca
9223,2026-01-26,Sentadilla búlgara,1,7,79.0,RPE 8
9224,2026-04-11,Peso muerto,2,13,48.5,Pesado
9225,2025-07-21,Press de banca,4,13,106.0,Buen estímulo
9226,2026-04-24,Fondos lastrados,2,7,106.0,Buen estímulo
9227,2026-07-06,Remo con barra,2,3,144.0,RPE 8
9228,2026-02-20,Elevaciones laterales,4,8,112.5,RPE 9
9229,2025-08-06,Dominadas lastradas,2,8,21.0,Buen estímulo
9230,2025-08-20,Curl de bíceps,4,4,38.5,Normal
9231,2026-05-11,Press militar,1,15,87.0,Buen estímulo
9232,2025-09-04,Remo con barra,2,4,17.5,RPE 9
9233,2026-06-20,Curl de bíceps,5,4,19.5,Buena técnica
9234,2026-02-21,Press de banca,1,8,34.5,Fallo cerca
9235,2026-01-19,Press militar,2,7,122.5,Buen estímulo
9236,2025-11-18,Press de banca,4,11,83.5,RPE 9
9237,2025-08-04,Elevaciones laterales,4,15,31.5,Pesado
9238,2026-06-10,Sentadilla,1,13,55.0,Fallo cerca
9239,2025-09-17,Hip thrust,3,6,107.0,RPE 8
9240,2026-05-14,Press de banca,2,1,14.0,Normal
9241,2025-12-17,Peso muerto,2,4,69.0,Pesado
9242,2026-03-24,Press militar,1,7,23.0,Fácil
9243,2025-08-09,Fondos lastrados,1,13,126.0,Fácil
9244,2025-10-20,Fondos lastrados,1,13,85.5,Buena técnica
9245,2026-05-25,Sentadilla búlgara,3,5,32.0,Fallo cerca
9246,2026-05-27,Press militar,5,3,114.0,Fácil
9247,2026-06-30,Fondos lastrados,3,10,104.5,Fallo cerca
9248,2025-07-18,Dominadas lastradas,1,3,12.0,Fácil
9249,2025-10-13,Dominadas lastradas,1,14,121.5,Pesado
9250,2026-02-17,Remo con barra,2,5,30.5,Pesado
9251,2026-05-07,Hip thrust,4,11,108.5,Fácil
9252,2026-06-28,Press francés,2,13,135.5,Buen estímulo
9253,2026-01-19,Remo con barra,3,3,16.0,Fallo cerca
9254,2026-05-14,Dominadas lastradas,3,8,68.5,RPE 8
9255,2025-09-01,Press francés,3,10,41.0,RPE 9
9256,2026-02-14,Peso muerto,4,15,87.5,Pesado
9257,2026-06-03,Fondos lastrados,3,10,10.0,Pesado
9258,2025-07-22,Peso muerto,2,4,12.5,Buena técnica
9259,2025-11-09,Press francés,4,15,68.0,RPE 9
9260,2025-11-14,Press militar,3,1,98.5,Normal
9261,2026-06-23,Hip thrust,4,13,146.0,RPE 9
9262,2026-05-19,Curl de bíceps,4,11,138.5,Pesado
9263,2026-06-30,Curl de bíceps,5,4,112.5,Fallo cerca
9264,2026-01-11,Sentadilla,4,14,14.0,Fácil
9265,2026-02-08,Dominadas lastradas,3,14,20.5,RPE 9
9266,2026-02-18,Remo con barra,5,3,24.0,Buen estímulo
9267,2026-06-22,Sentadilla búlgara,5,15,53.5,Normal
9268,2026-05-25,Sentadilla búlgara,5,13,106.0,Pesado
9269,2026-03-04,Sentadilla,3,5,57.5,Fallo cerca
9270,2026-02-26,Press militar,3,2,16.0,RPE 8
9271,2026-02-15,Elevaciones laterales,5,7,139.0,Buena técnica
9272,2025-10-18,Sentadilla,4,9,10.5,RPE 9
9273,2026-05-12,Remo con barra,2,4,85.5,Normal
9274,2026-07-02,Press francés,3,6,126.5,RPE 8
9275,2025-09-14,Press francés,1,9,83.5,Normal
9276,2026-07-15,Elevaciones laterales,3,10,142.5,Buen estímulo
9277,2026-06-16,Peso muerto,5,3,109.0,Buen estímulo
9278,2025-07-19,Curl de bíceps,3,12,80.0,Buena técnica
9279,2025-07-19,Curl de bíceps,3,13,128.5,Normal
